,Robust,Stable,Classification
0,Do not know,Do not know,"{1.0, -1.0}"
1,Do not know,Do not know,"{1.0, -1.0}"
2,Do not know,Do not know,"{1.0, -1.0}"
3,Do not know,Do not know,"{1.0, -1.0}"
4,Do not know,Do not know,"{1.0, -1.0}"
5,Do not know,Do not know,"{1.0, -1.0}"
6,Do not know,Do not know,"{1.0, -1.0}"
7,Do not know,Do not know,"{1.0, -1.0}"
8,Do not know,Do not know,"{1.0, -1.0}"
9,Do not know,Do not know,"{1.0, -1.0}"
10,Do not know,Do not know,"{1.0, -1.0}"
11,Do not know,Do not know,"{1.0, -1.0}"
12,Do not know,Do not know,"{1.0, -1.0}"
13,Do not know,Do not know,"{1.0, -1.0}"
14,Do not know,Do not know,"{1.0, -1.0}"
15,Do not know,Do not know,"{1.0, -1.0}"
16,Do not know,Do not know,"{1.0, -1.0}"
17,Yes,Yes,{1.0}
18,Do not know,Do not know,"{1.0, -1.0}"
19,Do not know,Do not know,"{1.0, -1.0}"
20,Do not know,Do not know,"{1.0, -1.0}"
21,Do not know,Do not know,"{1.0, -1.0}"
22,Do not know,Do not know,"{1.0, -1.0}"
23,Do not know,Do not know,"{1.0, -1.0}"
24,Do not know,Do not know,"{1.0, -1.0}"
25,Do not know,Do not know,"{1.0, -1.0}"
26,Do not know,Do not know,"{1.0, -1.0}"
27,Do not know,Do not know,"{1.0, -1.0}"
28,Do not know,Do not know,"{1.0, -1.0}"
29,Do not know,Do not know,"{1.0, -1.0}"
30,Do not know,Do not know,"{1.0, -1.0}"
31,Do not know,Do not know,"{1.0, -1.0}"
32,Do not know,Do not know,"{1.0, -1.0}"
33,Do not know,Do not know,"{1.0, -1.0}"
34,Do not know,Do not know,"{1.0, -1.0}"
35,Do not know,Do not know,"{1.0, -1.0}"
36,Do not know,Do not know,"{1.0, -1.0}"
37,Do not know,Do not know,"{1.0, -1.0}"
38,Do not know,Do not know,"{1.0, -1.0}"
39,Do not know,Do not know,"{1.0, -1.0}"
40,Do not know,Do not know,"{1.0, -1.0}"
41,Do not know,Do not know,"{1.0, -1.0}"
42,Do not know,Do not know,"{1.0, -1.0}"
43,Do not know,Do not know,"{1.0, -1.0}"
44,Do not know,Do not know,"{1.0, -1.0}"
45,Yes,Yes,{-1.0}
46,Do not know,Do not know,"{1.0, -1.0}"
47,Do not know,Do not know,"{1.0, -1.0}"
48,Do not know,Do not know,"{1.0, -1.0}"
49,Do not know,Do not know,"{1.0, -1.0}"
50,Do not know,Do not know,"{1.0, -1.0}"
51,Do not know,Do not know,"{1.0, -1.0}"
52,Do not know,Do not know,"{1.0, -1.0}"
53,Do not know,Do not know,"{1.0, -1.0}"
54,Do not know,Do not know,"{1.0, -1.0}"
55,Do not know,Do not know,"{1.0, -1.0}"
56,Yes,Yes,{-1.0}
57,Do not know,Do not know,"{1.0, -1.0}"
58,Do not know,Do not know,"{1.0, -1.0}"
59,Do not know,Do not know,"{1.0, -1.0}"
60,Do not know,Do not know,"{1.0, -1.0}"
61,Do not know,Do not know,"{1.0, -1.0}"
62,Do not know,Do not know,"{1.0, -1.0}"
63,Yes,Yes,{-1.0}
64,Do not know,Do not know,"{1.0, -1.0}"
65,Do not know,Do not know,"{1.0, -1.0}"
66,Yes,Yes,{-1.0}
67,Do not know,Do not know,"{1.0, -1.0}"
68,Do not know,Do not know,"{1.0, -1.0}"
69,Do not know,Do not know,"{1.0, -1.0}"
70,Do not know,Do not know,"{1.0, -1.0}"
71,Do not know,Do not know,"{1.0, -1.0}"
72,Do not know,Do not know,"{1.0, -1.0}"
73,Do not know,Do not know,"{1.0, -1.0}"
74,Do not know,Do not know,"{1.0, -1.0}"
75,Do not know,Do not know,"{1.0, -1.0}"
76,Do not know,Do not know,"{1.0, -1.0}"
77,Do not know,Do not know,"{1.0, -1.0}"
78,Yes,Yes,{1.0}
79,Do not know,Do not know,"{1.0, -1.0}"
80,Do not know,Do not know,"{1.0, -1.0}"
81,Do not know,Do not know,"{1.0, -1.0}"
82,Do not know,Do not know,"{1.0, -1.0}"
83,Do not know,Do not know,"{1.0, -1.0}"
84,Do not know,Do not know,"{1.0, -1.0}"
85,Do not know,Do not know,"{1.0, -1.0}"
86,Do not know,Do not know,"{1.0, -1.0}"
87,Do not know,Do not know,"{1.0, -1.0}"
88,Do not know,Do not know,"{1.0, -1.0}"
89,Do not know,Do not know,"{1.0, -1.0}"
90,Yes,Yes,{-1.0}
91,Yes,Yes,{1.0}
92,Do not know,Do not know,"{1.0, -1.0}"
93,Do not know,Do not know,"{1.0, -1.0}"
94,Do not know,Do not know,"{1.0, -1.0}"
95,Do not know,Do not know,"{1.0, -1.0}"
96,Do not know,Do not know,"{1.0, -1.0}"
97,Do not know,Do not know,"{1.0, -1.0}"
98,Do not know,Do not know,"{1.0, -1.0}"
99,Do not know,Do not know,"{1.0, -1.0}"
100,Do not know,Do not know,"{1.0, -1.0}"
101,Do not know,Do not know,"{1.0, -1.0}"
102,Do not know,Do not know,"{1.0, -1.0}"
103,Do not know,Do not know,"{1.0, -1.0}"
104,Do not know,Do not know,"{1.0, -1.0}"
105,Do not know,Do not know,"{1.0, -1.0}"
106,Do not know,Do not know,"{1.0, -1.0}"
107,Do not know,Do not know,"{1.0, -1.0}"
108,Do not know,Do not know,"{1.0, -1.0}"
109,Yes,Yes,{-1.0}
110,Do not know,Do not know,"{1.0, -1.0}"
111,Do not know,Do not know,"{1.0, -1.0}"
112,Do not know,Do not know,"{1.0, -1.0}"
113,Do not know,Do not know,"{1.0, -1.0}"
114,Do not know,Do not know,"{1.0, -1.0}"
115,Do not know,Do not know,"{1.0, -1.0}"
116,Do not know,Do not know,"{1.0, -1.0}"
117,Do not know,Do not know,"{1.0, -1.0}"
118,Do not know,Do not know,"{1.0, -1.0}"
119,Do not know,Do not know,"{1.0, -1.0}"
120,Do not know,Do not know,"{1.0, -1.0}"
121,Do not know,Do not know,"{1.0, -1.0}"
122,Do not know,Do not know,"{1.0, -1.0}"
123,Do not know,Do not know,"{1.0, -1.0}"
124,Do not know,Do not know,"{1.0, -1.0}"
125,Do not know,Do not know,"{1.0, -1.0}"
126,Do not know,Do not know,"{1.0, -1.0}"
127,Do not know,Do not know,"{1.0, -1.0}"
128,Yes,Yes,{-1.0}
129,Do not know,Do not know,"{1.0, -1.0}"
130,Do not know,Do not know,"{1.0, -1.0}"
131,Do not know,Do not know,"{1.0, -1.0}"
132,Do not know,Do not know,"{1.0, -1.0}"
133,Do not know,Do not know,"{1.0, -1.0}"
134,Do not know,Do not know,"{1.0, -1.0}"
135,Do not know,Do not know,"{1.0, -1.0}"
136,Do not know,Do not know,"{1.0, -1.0}"
137,Do not know,Do not know,"{1.0, -1.0}"
138,Do not know,Do not know,"{1.0, -1.0}"
139,Do not know,Do not know,"{1.0, -1.0}"
140,Do not know,Do not know,"{1.0, -1.0}"
141,Do not know,Do not know,"{1.0, -1.0}"
142,Do not know,Do not know,"{1.0, -1.0}"
143,Do not know,Do not know,"{1.0, -1.0}"
144,Do not know,Do not know,"{1.0, -1.0}"
145,Yes,Yes,{-1.0}
146,Do not know,Do not know,"{1.0, -1.0}"
147,Do not know,Do not know,"{1.0, -1.0}"
148,Do not know,Do not know,"{1.0, -1.0}"
149,Do not know,Do not know,"{1.0, -1.0}"
150,Do not know,Do not know,"{1.0, -1.0}"
151,Do not know,Do not know,"{1.0, -1.0}"
152,Do not know,Do not know,"{1.0, -1.0}"
153,Yes,Yes,{1.0}
154,Yes,Yes,{-1.0}
155,Do not know,Do not know,"{1.0, -1.0}"
156,Do not know,Do not know,"{1.0, -1.0}"
157,Do not know,Do not know,"{1.0, -1.0}"
158,Do not know,Do not know,"{1.0, -1.0}"
159,Do not know,Do not know,"{1.0, -1.0}"
160,Do not know,Do not know,"{1.0, -1.0}"
161,Do not know,Do not know,"{1.0, -1.0}"
162,Do not know,Do not know,"{1.0, -1.0}"
163,Do not know,Do not know,"{1.0, -1.0}"
164,Do not know,Do not know,"{1.0, -1.0}"
165,Do not know,Do not know,"{1.0, -1.0}"
166,Do not know,Do not know,"{1.0, -1.0}"
167,Do not know,Do not know,"{1.0, -1.0}"
168,Do not know,Do not know,"{1.0, -1.0}"
169,Do not know,Do not know,"{1.0, -1.0}"
170,Do not know,Do not know,"{1.0, -1.0}"
171,Do not know,Do not know,"{1.0, -1.0}"
172,Do not know,Do not know,"{1.0, -1.0}"
173,Do not know,Do not know,"{1.0, -1.0}"
174,Yes,Yes,{-1.0}
175,Do not know,Do not know,"{1.0, -1.0}"
176,Do not know,Do not know,"{1.0, -1.0}"
177,Do not know,Do not know,"{1.0, -1.0}"
178,Do not know,Do not know,"{1.0, -1.0}"
179,Do not know,Do not know,"{1.0, -1.0}"
180,Do not know,Do not know,"{1.0, -1.0}"
181,Do not know,Do not know,"{1.0, -1.0}"
182,Do not know,Do not know,"{1.0, -1.0}"
183,Do not know,Do not know,"{1.0, -1.0}"
184,Do not know,Do not know,"{1.0, -1.0}"
185,Yes,Yes,{1.0}
186,Do not know,Do not know,"{1.0, -1.0}"
187,Do not know,Do not know,"{1.0, -1.0}"
188,Do not know,Do not know,"{1.0, -1.0}"
189,Do not know,Do not know,"{1.0, -1.0}"
190,Do not know,Do not know,"{1.0, -1.0}"
191,Do not know,Do not know,"{1.0, -1.0}"
192,Do not know,Do not know,"{1.0, -1.0}"
193,Do not know,Do not know,"{1.0, -1.0}"
194,Do not know,Do not know,"{1.0, -1.0}"
195,Do not know,Do not know,"{1.0, -1.0}"
196,Do not know,Do not know,"{1.0, -1.0}"
197,Do not know,Do not know,"{1.0, -1.0}"
198,Do not know,Do not know,"{1.0, -1.0}"
199,Do not know,Do not know,"{1.0, -1.0}"
200,Do not know,Do not know,"{1.0, -1.0}"
201,Do not know,Do not know,"{1.0, -1.0}"
202,Yes,Yes,{1.0}
203,Do not know,Do not know,"{1.0, -1.0}"
204,Do not know,Do not know,"{1.0, -1.0}"
205,Do not know,Do not know,"{1.0, -1.0}"
206,Do not know,Do not know,"{1.0, -1.0}"
207,Do not know,Do not know,"{1.0, -1.0}"
208,Do not know,Do not know,"{1.0, -1.0}"
209,Do not know,Do not know,"{1.0, -1.0}"
210,Do not know,Do not know,"{1.0, -1.0}"
211,Do not know,Do not know,"{1.0, -1.0}"
212,Do not know,Do not know,"{1.0, -1.0}"
213,Do not know,Do not know,"{1.0, -1.0}"
214,Do not know,Do not know,"{1.0, -1.0}"
215,Do not know,Do not know,"{1.0, -1.0}"
216,Do not know,Do not know,"{1.0, -1.0}"
217,Do not know,Do not know,"{1.0, -1.0}"
218,Do not know,Do not know,"{1.0, -1.0}"
219,Do not know,Do not know,"{1.0, -1.0}"
220,Do not know,Do not know,"{1.0, -1.0}"
221,Do not know,Do not know,"{1.0, -1.0}"
222,Do not know,Do not know,"{1.0, -1.0}"
223,Do not know,Do not know,"{1.0, -1.0}"
224,Do not know,Do not know,"{1.0, -1.0}"
225,Do not know,Do not know,"{1.0, -1.0}"
226,Do not know,Do not know,"{1.0, -1.0}"
227,Do not know,Do not know,"{1.0, -1.0}"
228,Do not know,Do not know,"{1.0, -1.0}"
229,Do not know,Do not know,"{1.0, -1.0}"
230,Do not know,Do not know,"{1.0, -1.0}"
231,Do not know,Do not know,"{1.0, -1.0}"
232,Do not know,Do not know,"{1.0, -1.0}"
233,Do not know,Do not know,"{1.0, -1.0}"
234,Do not know,Do not know,"{1.0, -1.0}"
235,Do not know,Do not know,"{1.0, -1.0}"
236,Yes,Yes,{1.0}
237,Do not know,Do not know,"{1.0, -1.0}"
238,Do not know,Do not know,"{1.0, -1.0}"
239,Do not know,Do not know,"{1.0, -1.0}"
240,Do not know,Do not know,"{1.0, -1.0}"
241,Do not know,Do not know,"{1.0, -1.0}"
242,Do not know,Do not know,"{1.0, -1.0}"
243,Do not know,Do not know,"{1.0, -1.0}"
244,Do not know,Do not know,"{1.0, -1.0}"
245,Do not know,Do not know,"{1.0, -1.0}"
246,Do not know,Do not know,"{1.0, -1.0}"
247,Do not know,Do not know,"{1.0, -1.0}"
248,Do not know,Do not know,"{1.0, -1.0}"
249,Yes,Yes,{-1.0}
250,Do not know,Do not know,"{1.0, -1.0}"
251,Do not know,Do not know,"{1.0, -1.0}"
252,Do not know,Do not know,"{1.0, -1.0}"
253,Do not know,Do not know,"{1.0, -1.0}"
254,Do not know,Do not know,"{1.0, -1.0}"
255,Do not know,Do not know,"{1.0, -1.0}"
256,Yes,Yes,{1.0}
257,Do not know,Do not know,"{1.0, -1.0}"
