,Robust,Stable,Classification
0,No,Yes,{1}
1,Yes,Yes,{1}
2,No,No,"{0, 1}"
3,No,No,"{0, 1}"
4,No,Yes,{1}
5,Yes,Yes,{0}
6,No,No,"{0, 1}"
7,Yes,Yes,{0}
8,No,No,"{0, 1}"
9,No,No,"{0, 1}"
10,No,No,"{0, 1}"
11,No,No,"{0, 1}"
12,Yes,Yes,{1}
13,Yes,Yes,{0}
14,No,No,"{0, 1}"
15,No,Yes,{1}
16,No,No,"{0, 1}"
17,No,No,"{0, 1}"
18,No,Yes,{1}
19,No,No,"{0, 1}"
20,Yes,Yes,{0}
21,Yes,Yes,{1}
22,No,Yes,{1}
23,No,No,"{0, 1}"
24,No,Yes,{1}
25,No,No,"{0, 1}"
26,No,No,"{0, 1}"
27,No,No,"{0, 1}"
28,No,No,"{0, 1}"
29,No,No,"{0, 1}"
30,Yes,Yes,{1}
31,Yes,Yes,{1}
32,Yes,Yes,{1}
33,Yes,Yes,{1}
34,Yes,Yes,{0}
35,No,Yes,{1}
36,Yes,Yes,{0}
37,No,Yes,{1}
38,No,Yes,{1}
39,No,No,"{0, 1}"
40,Yes,Yes,{1}
41,Yes,Yes,{0}
42,Yes,Yes,{1}
43,No,Yes,{1}
44,Yes,Yes,{0}
45,No,No,"{0, 1}"
46,No,No,"{0, 1}"
47,Yes,Yes,{1}
48,Yes,Yes,{0}
49,No,No,"{0, 1}"
50,No,No,"{0, 1}"
51,No,Yes,{0}
52,No,No,"{0, 1}"
53,Yes,Yes,{1}
54,Yes,Yes,{1}
55,No,No,"{0, 1}"
56,Yes,Yes,{1}
57,Yes,Yes,{0}
58,No,No,"{0, 1}"
59,No,No,"{0, 1}"
60,No,No,"{0, 1}"
61,Yes,Yes,{0}
62,Yes,Yes,{0}
63,No,No,"{0, 1}"
64,Yes,Yes,{0}
65,Yes,Yes,{0}
66,No,No,"{0, 1}"
67,No,Yes,{1}
68,No,No,"{0, 1}"
69,No,No,"{0, 1}"
70,No,No,"{0, 1}"
71,Yes,Yes,{0}
72,No,Yes,{0}
73,No,Yes,{1}
