,Robust,Stable,Classification
0,Yes,Yes,{2.0}
1,Do not know,Do not know,"{2.0, 4.0}"
2,Do not know,Do not know,"{2.0, 4.0}"
3,Do not know,Do not know,"{2.0, 4.0}"
4,Do not know,Do not know,"{2.0, 4.0}"
5,Yes,Yes,{4.0}
6,Do not know,Do not know,"{2.0, 4.0}"
7,Yes,Yes,{2.0}
8,Yes,Yes,{2.0}
9,Do not know,Do not know,"{2.0, 4.0}"
10,Yes,Yes,{2.0}
11,Yes,Yes,{2.0}
12,Do not know,Do not know,"{2.0, 4.0}"
13,Do not know,Do not know,"{2.0, 4.0}"
14,Do not know,Do not know,"{2.0, 4.0}"
15,No,Yes,{2.0}
16,Do not know,Do not know,"{2.0, 4.0}"
17,Yes,Yes,{2.0}
18,Do not know,Do not know,"{2.0, 4.0}"
19,Do not know,Do not know,"{2.0, 4.0}"
20,Do not know,Do not know,"{2.0, 4.0}"
21,Do not know,Do not know,"{2.0, 4.0}"
22,Yes,Yes,{2.0}
23,Yes,Yes,{2.0}
24,Do not know,Do not know,"{2.0, 4.0}"
25,Do not know,Do not know,"{2.0, 4.0}"
26,Yes,Yes,{2.0}
27,Yes,Yes,{2.0}
28,Yes,Yes,{2.0}
29,Do not know,Do not know,"{2.0, 4.0}"
30,Yes,Yes,{2.0}
31,Do not know,Do not know,"{2.0, 4.0}"
32,Yes,Yes,{2.0}
33,Yes,Yes,{2.0}
34,Yes,Yes,{2.0}
35,Yes,Yes,{4.0}
36,Do not know,Do not know,"{2.0, 4.0}"
37,Do not know,Do not know,"{2.0, 4.0}"
38,Do not know,Do not know,"{2.0, 4.0}"
39,Do not know,Do not know,"{2.0, 4.0}"
40,Yes,Yes,{4.0}
41,Do not know,Do not know,"{2.0, 4.0}"
42,Yes,Yes,{4.0}
43,Yes,Yes,{2.0}
44,Do not know,Do not know,"{2.0, 4.0}"
45,Yes,Yes,{2.0}
46,Do not know,Do not know,"{2.0, 4.0}"
47,Do not know,Do not know,"{2.0, 4.0}"
48,Do not know,Do not know,"{2.0, 4.0}"
49,Do not know,Do not know,"{2.0, 4.0}"
50,Do not know,Do not know,"{2.0, 4.0}"
51,Do not know,Do not know,"{2.0, 4.0}"
52,Do not know,Do not know,"{2.0, 4.0}"
53,Do not know,Do not know,"{2.0, 4.0}"
54,Do not know,Do not know,"{2.0, 4.0}"
55,Do not know,Do not know,"{2.0, 4.0}"
56,Do not know,Do not know,"{2.0, 4.0}"
57,Do not know,Do not know,"{2.0, 4.0}"
58,Do not know,Do not know,"{2.0, 4.0}"
59,Yes,Yes,{2.0}
60,Yes,Yes,{4.0}
61,Do not know,Do not know,"{2.0, 4.0}"
62,Yes,Yes,{2.0}
63,Do not know,Do not know,"{2.0, 4.0}"
64,Yes,Yes,{2.0}
65,Do not know,Do not know,"{2.0, 4.0}"
66,Do not know,Do not know,"{2.0, 4.0}"
67,Yes,Yes,{2.0}
68,Yes,Yes,{2.0}
69,Yes,Yes,{4.0}
70,Do not know,Do not know,"{2.0, 4.0}"
71,Yes,Yes,{4.0}
72,Do not know,Do not know,"{2.0, 4.0}"
73,Do not know,Do not know,"{2.0, 4.0}"
74,Yes,Yes,{2.0}
75,Do not know,Do not know,"{2.0, 4.0}"
76,Do not know,Do not know,"{2.0, 4.0}"
77,Yes,Yes,{2.0}
78,Do not know,Do not know,"{2.0, 4.0}"
79,Do not know,Do not know,"{2.0, 4.0}"
80,Do not know,Do not know,"{2.0, 4.0}"
81,Do not know,Do not know,"{2.0, 4.0}"
82,Yes,Yes,{4.0}
83,Yes,Yes,{4.0}
84,Do not know,Do not know,"{2.0, 4.0}"
85,Do not know,Do not know,"{2.0, 4.0}"
86,Yes,Yes,{2.0}
87,Yes,Yes,{2.0}
88,Yes,Yes,{2.0}
89,Do not know,Do not know,"{2.0, 4.0}"
90,Yes,Yes,{2.0}
91,Yes,Yes,{2.0}
92,Yes,Yes,{2.0}
93,Yes,Yes,{2.0}
94,Do not know,Do not know,"{2.0, 4.0}"
95,Yes,Yes,{2.0}
96,Yes,Yes,{4.0}
97,Yes,Yes,{4.0}
98,Do not know,Do not know,"{2.0, 4.0}"
99,Do not know,Do not know,"{2.0, 4.0}"
100,Do not know,Do not know,"{2.0, 4.0}"
101,Do not know,Do not know,"{2.0, 4.0}"
102,Yes,Yes,{4.0}
103,Do not know,Do not know,"{2.0, 4.0}"
104,Do not know,Do not know,"{2.0, 4.0}"
105,Yes,Yes,{4.0}
106,Yes,Yes,{2.0}
107,Do not know,Do not know,"{2.0, 4.0}"
108,Do not know,Do not know,"{2.0, 4.0}"
109,Do not know,Do not know,"{2.0, 4.0}"
110,Yes,Yes,{4.0}
111,Yes,Yes,{4.0}
112,Do not know,Do not know,"{2.0, 4.0}"
113,Do not know,Do not know,"{2.0, 4.0}"
114,Do not know,Do not know,"{2.0, 4.0}"
115,Do not know,Do not know,"{2.0, 4.0}"
116,Do not know,Do not know,"{2.0, 4.0}"
117,Do not know,Do not know,"{2.0, 4.0}"
118,Yes,Yes,{2.0}
119,Do not know,Do not know,"{2.0, 4.0}"
120,Yes,Yes,{4.0}
121,Do not know,Do not know,"{2.0, 4.0}"
122,Do not know,Do not know,"{2.0, 4.0}"
123,Yes,Yes,{2.0}
124,Do not know,Do not know,"{2.0, 4.0}"
125,Yes,Yes,{2.0}
126,Do not know,Do not know,"{2.0, 4.0}"
127,Yes,Yes,{2.0}
128,Yes,Yes,{2.0}
129,Yes,Yes,{2.0}
130,Yes,Yes,{4.0}
131,Do not know,Do not know,"{2.0, 4.0}"
132,Yes,Yes,{2.0}
133,Do not know,Do not know,"{2.0, 4.0}"
134,Do not know,Do not know,"{2.0, 4.0}"
135,Yes,Yes,{2.0}
136,Yes,Yes,{2.0}
137,Yes,Yes,{2.0}
138,Yes,Yes,{2.0}
139,Do not know,Do not know,"{2.0, 4.0}"
140,Do not know,Do not know,"{2.0, 4.0}"
141,Yes,Yes,{2.0}
142,Do not know,Do not know,"{2.0, 4.0}"
143,Yes,Yes,{2.0}
144,Do not know,Do not know,"{2.0, 4.0}"
145,Yes,Yes,{4.0}
146,Yes,Yes,{2.0}
147,Do not know,Do not know,"{2.0, 4.0}"
148,Yes,Yes,{4.0}
149,Do not know,Do not know,"{2.0, 4.0}"
150,Yes,Yes,{2.0}
151,Do not know,Do not know,"{2.0, 4.0}"
152,Yes,Yes,{2.0}
153,Yes,Yes,{2.0}
154,Yes,Yes,{4.0}
155,Do not know,Do not know,"{2.0, 4.0}"
156,Yes,Yes,{2.0}
157,Yes,Yes,{2.0}
158,Do not know,Do not know,"{2.0, 4.0}"
159,Do not know,Do not know,"{2.0, 4.0}"
160,Yes,Yes,{4.0}
161,Yes,Yes,{4.0}
162,Yes,Yes,{2.0}
163,Yes,Yes,{2.0}
164,Yes,Yes,{2.0}
165,Yes,Yes,{2.0}
166,Yes,Yes,{2.0}
167,Yes,Yes,{4.0}
168,Yes,Yes,{4.0}
169,Do not know,Do not know,"{2.0, 4.0}"
170,Yes,Yes,{2.0}
171,Yes,Yes,{4.0}
172,Yes,Yes,{2.0}
