,Robust,Stable,Classification
0,Do not know,Do not know,"{1, 2}"
1,No,Yes,{2}
2,No,Yes,{2}
3,Yes,Yes,{1}
4,Yes,Yes,{1}
5,Do not know,Do not know,"{1, 2}"
6,Yes,Yes,{1}
7,Yes,Yes,{1}
8,Yes,Yes,{1}
9,Yes,Yes,{1}
10,Yes,Yes,{1}
11,Do not know,Do not know,"{1, 2}"
12,Yes,Yes,{1}
13,Yes,Yes,{2}
14,Yes,Yes,{2}
15,No,Yes,{1}
16,Yes,Yes,{1}
17,Yes,Yes,{1}
18,Do not know,Do not know,"{1, 2}"
19,Yes,Yes,{1}
20,Yes,Yes,{1}
21,Yes,Yes,{2}
22,Yes,Yes,{1}
23,Yes,Yes,{1}
24,Yes,Yes,{1}
25,Do not know,Do not know,"{1, 2}"
26,Do not know,Do not know,"{1, 2}"
27,Yes,Yes,{1}
28,Yes,Yes,{1}
29,Yes,Yes,{1}
30,Yes,Yes,{1}
31,Yes,Yes,{1}
32,No,Yes,{1}
33,Yes,Yes,{1}
34,Do not know,Do not know,"{1, 2}"
35,Do not know,Do not know,"{1, 2}"
36,Do not know,Do not know,"{1, 2}"
37,Do not know,Do not know,"{1, 2}"
38,Yes,Yes,{1}
39,No,Yes,{1}
40,Yes,Yes,{1}
41,Yes,Yes,{1}
42,Do not know,Do not know,"{1, 2}"
43,Yes,Yes,{1}
44,Yes,Yes,{1}
45,Yes,Yes,{1}
46,Do not know,Do not know,"{1, 2}"
47,Do not know,Do not know,"{1, 2}"
48,Do not know,Do not know,"{1, 2}"
49,Yes,Yes,{1}
50,Do not know,Do not know,"{1, 2}"
51,Yes,Yes,{1}
52,Yes,Yes,{1}
53,Do not know,Do not know,"{1, 2}"
54,Yes,Yes,{1}
55,Yes,Yes,{1}
56,Yes,Yes,{1}
57,Do not know,Do not know,"{1, 2}"
58,No,Yes,{2}
59,Yes,Yes,{1}
60,Yes,Yes,{1}
61,Do not know,Do not know,"{1, 2}"
62,Do not know,Do not know,"{1, 2}"
63,Yes,Yes,{1}
64,Do not know,Do not know,"{1, 2}"
65,Do not know,Do not know,"{1, 2}"
66,Do not know,Do not know,"{1, 2}"
67,Yes,Yes,{1}
68,Do not know,Do not know,"{1, 2}"
69,No,Yes,{1}
70,Do not know,Do not know,"{1, 2}"
71,Yes,Yes,{1}
72,Yes,Yes,{1}
73,Yes,Yes,{1}
74,Yes,Yes,{1}
75,No,Yes,{1}
76,Do not know,Do not know,"{1, 2}"
77,Yes,Yes,{1}
78,No,Yes,{1}
79,Do not know,Do not know,"{1, 2}"
80,Yes,Yes,{1}
81,Yes,Yes,{1}
82,Yes,Yes,{1}
83,Do not know,Do not know,"{1, 2}"
84,Yes,Yes,{1}
85,No,Yes,{1}
86,Do not know,Do not know,"{1, 2}"
87,Do not know,Do not know,"{1, 2}"
88,Yes,Yes,{1}
89,Yes,Yes,{1}
90,Yes,Yes,{1}
91,Yes,Yes,{1}
92,Yes,Yes,{2}
93,Do not know,Do not know,"{1, 2}"
94,Yes,Yes,{1}
95,Yes,Yes,{1}
96,Yes,Yes,{1}
97,No,Yes,{2}
98,Do not know,Do not know,"{1, 2}"
99,No,Yes,{1}
100,Yes,Yes,{1}
101,Yes,Yes,{2}
102,No,Yes,{1}
103,Yes,Yes,{1}
104,Yes,Yes,{1}
105,Yes,Yes,{1}
106,Do not know,Do not know,"{1, 2}"
107,Yes,Yes,{1}
108,Yes,Yes,{1}
109,Yes,Yes,{2}
110,Yes,Yes,{2}
111,Do not know,Do not know,"{1, 2}"
112,Yes,Yes,{1}
113,Do not know,Do not know,"{1, 2}"
114,Yes,Yes,{1}
115,Yes,Yes,{1}
116,No,Yes,{1}
117,No,Yes,{1}
118,Yes,Yes,{1}
119,Yes,Yes,{1}
120,Yes,Yes,{1}
121,Do not know,Do not know,"{1, 2}"
122,Yes,Yes,{1}
123,Yes,Yes,{1}
124,Do not know,Do not know,"{1, 2}"
125,Do not know,Do not know,"{1, 2}"
126,No,Yes,{1}
127,Yes,Yes,{1}
128,Yes,Yes,{1}
129,Do not know,Do not know,"{1, 2}"
130,Do not know,Do not know,"{1, 2}"
131,No,Yes,{1}
132,No,Yes,{1}
133,Yes,Yes,{1}
134,Do not know,Do not know,"{1, 2}"
135,Yes,Yes,{1}
136,Do not know,Do not know,"{1, 2}"
137,Yes,Yes,{1}
138,Do not know,Do not know,"{1, 2}"
139,Yes,Yes,{1}
140,No,Yes,{1}
141,Do not know,Do not know,"{1, 2}"
142,Yes,Yes,{2}
143,Yes,Yes,{1}
144,Do not know,Do not know,"{1, 2}"
145,Do not know,Do not know,"{1, 2}"
146,Do not know,Do not know,"{1, 2}"
147,Yes,Yes,{1}
148,Do not know,Do not know,"{1, 2}"
149,Yes,Yes,{2}
150,Yes,Yes,{1}
151,Do not know,Do not know,"{1, 2}"
152,Yes,Yes,{1}
153,No,Yes,{1}
154,Yes,Yes,{1}
155,Do not know,Do not know,"{1, 2}"
156,Do not know,Do not know,"{1, 2}"
157,Yes,Yes,{1}
158,Do not know,Do not know,"{1, 2}"
159,Do not know,Do not know,"{1, 2}"
160,Yes,Yes,{2}
161,Yes,Yes,{1}
162,Yes,Yes,{2}
163,Do not know,Do not know,"{1, 2}"
164,Yes,Yes,{1}
165,Do not know,Do not know,"{1, 2}"
166,Yes,Yes,{1}
167,No,Yes,{2}
168,Yes,Yes,{1}
169,Do not know,Do not know,"{1, 2}"
170,Yes,Yes,{1}
171,Yes,Yes,{1}
172,Yes,Yes,{1}
173,Yes,Yes,{1}
174,Yes,Yes,{1}
175,Do not know,Do not know,"{1, 2}"
176,Yes,Yes,{1}
177,Yes,Yes,{1}
178,Yes,Yes,{1}
179,No,Yes,{1}
180,Yes,Yes,{1}
181,Yes,Yes,{1}
182,Yes,Yes,{1}
183,Yes,Yes,{1}
184,Yes,Yes,{1}
185,No,Yes,{1}
186,Do not know,Do not know,"{1, 2}"
187,Yes,Yes,{1}
188,Yes,Yes,{1}
189,Yes,Yes,{1}
190,No,Yes,{1}
191,Yes,Yes,{1}
192,Do not know,Do not know,"{1, 2}"
193,Do not know,Do not know,"{1, 2}"
194,Do not know,Do not know,"{1, 2}"
195,Yes,Yes,{1}
196,Do not know,Do not know,"{1, 2}"
197,Do not know,Do not know,"{1, 2}"
198,No,Yes,{2}
199,Yes,Yes,{1}
