,Robust,Stable,Classification
0,No,Yes,{1}
1,Do not know,Do not know,"{0, 1}"
2,Do not know,Do not know,"{0, 1}"
3,Do not know,Do not know,"{0, 1}"
4,Do not know,Do not know,"{0, 1}"
5,Do not know,Do not know,"{0, 1}"
6,Do not know,Do not know,"{0, 1}"
7,Do not know,Do not know,"{0, 1}"
8,Do not know,Do not know,"{0, 1}"
9,Do not know,Do not know,"{0, 1}"
10,Do not know,Do not know,"{0, 1}"
11,Do not know,Do not know,"{0, 1}"
12,Yes,Yes,{1}
13,Do not know,Do not know,"{0, 1}"
14,Do not know,Do not know,"{0, 1}"
15,No,Yes,{1}
16,Do not know,Do not know,"{0, 1}"
17,Do not know,Do not know,"{0, 1}"
18,No,Yes,{1}
19,Do not know,Do not know,"{0, 1}"
20,Do not know,Do not know,"{0, 1}"
21,Do not know,Do not know,"{0, 1}"
22,No,Yes,{1}
23,Do not know,Do not know,"{0, 1}"
24,No,Yes,{1}
25,Do not know,Do not know,"{0, 1}"
26,Do not know,Do not know,"{0, 1}"
27,Do not know,Do not know,"{0, 1}"
28,Do not know,Do not know,"{0, 1}"
29,Do not know,Do not know,"{0, 1}"
30,Do not know,Do not know,"{0, 1}"
31,Do not know,Do not know,"{0, 1}"
32,Do not know,Do not know,"{0, 1}"
33,Do not know,Do not know,"{0, 1}"
34,Do not know,Do not know,"{0, 1}"
35,No,Yes,{1}
36,Yes,Yes,{0}
37,No,Yes,{1}
38,Do not know,Do not know,"{0, 1}"
39,Do not know,Do not know,"{0, 1}"
40,Do not know,Do not know,"{0, 1}"
41,Do not know,Do not know,"{0, 1}"
42,Do not know,Do not know,"{0, 1}"
43,No,Yes,{1}
44,Do not know,Do not know,"{0, 1}"
45,Do not know,Do not know,"{0, 1}"
46,Do not know,Do not know,"{0, 1}"
47,Do not know,Do not know,"{0, 1}"
48,Do not know,Do not know,"{0, 1}"
49,Do not know,Do not know,"{0, 1}"
50,Do not know,Do not know,"{0, 1}"
51,Do not know,Do not know,"{0, 1}"
52,Do not know,Do not know,"{0, 1}"
53,Do not know,Do not know,"{0, 1}"
54,Do not know,Do not know,"{0, 1}"
55,Do not know,Do not know,"{0, 1}"
56,Do not know,Do not know,"{0, 1}"
57,Do not know,Do not know,"{0, 1}"
58,Do not know,Do not know,"{0, 1}"
59,Do not know,Do not know,"{0, 1}"
60,Do not know,Do not know,"{0, 1}"
61,Do not know,Do not know,"{0, 1}"
62,Do not know,Do not know,"{0, 1}"
63,Do not know,Do not know,"{0, 1}"
64,Yes,Yes,{0}
65,Do not know,Do not know,"{0, 1}"
66,Do not know,Do not know,"{0, 1}"
67,Do not know,Do not know,"{0, 1}"
68,Do not know,Do not know,"{0, 1}"
69,Do not know,Do not know,"{0, 1}"
70,Do not know,Do not know,"{0, 1}"
71,Do not know,Do not know,"{0, 1}"
72,No,Yes,{0}
73,Do not know,Do not know,"{0, 1}"
74,Do not know,Do not know,"{0, 1}"
